habit_id,student_id,study_hours_weekly,study_location,preferred_study_time,study_method,procrastination_level,organization_level,uses_study_aids,academic_term,academic_year,country
NGA_HAB_00016558,NGA_STU_00015624,1.9,Classroom,Morning,Reading,4.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00025050,NGA_STU_00046538,6.1,Home,Evening,Note-taking,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00025231,NGA_STU_00055595,3.1,Library,Night,Reading,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00024429,NGA_STU_00098453,6.4,Home,Morning,Reading,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00006759,NGA_STU_00080863,6.2,Home,Evening,Reading,4.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00019620,NGA_STU_00045038,2.1,Home,Evening,Reading,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00009672,NGA_STU_00099083,5.5,,Evening,Practice Problems,3.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00059706,NGA_STU_00007078,12.5,Home,Evening,Note-taking,3.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00086305,NGA_STU_00022712,7.7,Library,Morning,Practice Problems,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00068198,NGA_STU_00020309,12.7,,Morning,Note-taking,4.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00034595,NGA_STU_00098235,8.5,Library,Afternoon,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00009091,NGA_STU_00054943,9.5,Home,Afternoon,Group Study,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00035373,NGA_STU_00067260,9.6,Home,Afternoon,Reading,4.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00012490,NGA_STU_00049892,10.5,Home,Afternoon,Group Study,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00089040,NGA_STU_00007761,11.9,Library,Evening,Reading,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00007168,NGA_STU_00062699,6.4,Online,Night,Reading,3.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00019696,NGA_STU_00046728,8.3,Library,Evening,Reading,2.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00026458,NGA_STU_00010555,13.8,Online,Morning,Practice Problems,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00065817,NGA_STU_00021996,11.0,Cafe,Variable,Practice Problems,3.0,3.0,True,,2024/2025,Nigeria
NGA_HAB_00027142,NGA_STU_00009157,8.9,Study Group,Evening,Note-taking,,4.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00016774,NGA_STU_00009475,8.2,Library,Night,Practice Problems,4.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00059803,NGA_STU_00075640,6.2,Home,Evening,Practice Problems,5.0,5.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00046443,NGA_STU_00003583,11.1,Home,Afternoon,Note-taking,3.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00069431,NGA_STU_00055877,15.1,Study Group,Afternoon,Flashcards,1.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00047943,NGA_STU_00036684,11.2,Home,Variable,Group Study,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00098866,NGA_STU_00038789,12.7,Home,Morning,Video Tutorials,2.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00039292,NGA_STU_00012219,17.2,Library,Evening,Reading,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00049728,NGA_STU_00045583,5.6,Study Group,Afternoon,Video Tutorials,4.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00077383,NGA_STU_00031912,9.9,Home,Evening,Practice Problems,3.0,5.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00079437,NGA_STU_00077009,7.0,Home,,Practice Problems,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00063233,NGA_STU_00072906,5.6,Home,Morning,Practice Problems,4.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00058343,NGA_STU_00044770,9.9,Online,Afternoon,Reading,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00004145,NGA_STU_00051955,6.8,Study Group,Evening,Video Tutorials,4.0,1.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00094058,NGA_STU_00010414,7.5,Home,Morning,Group Study,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00020503,NGA_STU_00019521,5.4,Home,Night,Video Tutorials,2.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00022881,NGA_STU_00042337,14.0,Home,Afternoon,Group Study,3.0,3.0,False,Term 1,,Nigeria
NGA_HAB_00004387,NGA_STU_00089390,10.3,Home,Variable,Reading,1.0,,True,Term 3,2023/2024,Nigeria
NGA_HAB_00005480,NGA_STU_00071094,5.7,Home,Morning,Reading,5.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00098845,NGA_STU_00086510,12.8,Home,Evening,Note-taking,4.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00088997,NGA_STU_00053428,8.2,Home,Evening,Reading,3.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00062050,NGA_STU_00071571,4.3,Library,Afternoon,Note-taking,2.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00072062,NGA_STU_00034411,6.3,Home,Night,Reading,2.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00065001,NGA_STU_00045589,6.0,Home,Afternoon,Note-taking,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00006969,NGA_STU_00038990,10.3,Library,Afternoon,Reading,3.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00023503,NGA_STU_00067986,14.7,Library,Evening,Flashcards,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00088162,NGA_STU_00044575,6.8,Online,Variable,Note-taking,3.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00034472,NGA_STU_00024284,9.6,Cafe,Night,Practice Problems,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00047939,NGA_STU_00038187,5.6,Study Group,Variable,Note-taking,3.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00015315,NGA_STU_00090666,4.3,Home,Evening,Reading,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00089753,NGA_STU_00072690,5.5,Library,Variable,Note-taking,2.0,4.0,False,Term 2,,Nigeria
NGA_HAB_00038166,NGA_STU_00013849,13.7,Library,Evening,Group Study,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00090944,NGA_STU_00018369,3.3,Home,Night,Video Tutorials,4.0,1.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00005828,NGA_STU_00001587,10.1,Home,Morning,Note-taking,2.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00075668,NGA_STU_00070141,10.7,Home,Afternoon,Note-taking,3.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00056833,NGA_STU_00072189,2.9,Classroom,Morning,Reading,1.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00030967,NGA_STU_00023937,8.5,Home,Afternoon,Note-taking,3.0,5.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00055695,NGA_STU_00038759,10.0,Study Group,Night,Reading,,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00063363,NGA_STU_00082540,8.0,Classroom,Evening,Video Tutorials,1.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00041857,NGA_STU_00052828,3.0,Classroom,Night,Practice Problems,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00022848,NGA_STU_00067071,9.3,Classroom,Night,Note-taking,5.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00026080,NGA_STU_00019689,8.6,Classroom,Night,Note-taking,2.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00022056,NGA_STU_00017130,9.9,Cafe,Morning,Video Tutorials,4.0,4.0,True,Term 1,,Nigeria
NGA_HAB_00073241,NGA_STU_00055498,12.9,Home,Afternoon,Group Study,3.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00079759,NGA_STU_00083219,5.7,Study Group,Morning,Video Tutorials,3.0,3.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00027741,NGA_STU_00048797,13.1,Library,Afternoon,Practice Problems,2.0,1.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00046410,NGA_STU_00053796,5.4,Study Group,Evening,Reading,2.0,3.0,True,,2023/2024,Nigeria
NGA_HAB_00094186,NGA_STU_00078676,4.4,Home,Variable,Flashcards,3.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00061643,NGA_STU_00029698,9.4,Library,Variable,Note-taking,2.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00029957,NGA_STU_00067777,9.5,Home,Afternoon,Reading,2.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00098611,NGA_STU_00003097,5.2,Study Group,Evening,Group Study,1.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00022128,NGA_STU_00007702,17.1,Home,Evening,Reading,4.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00041419,NGA_STU_00099850,15.6,Library,Evening,Practice Problems,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00036616,NGA_STU_00073564,6.5,Home,Afternoon,Video Tutorials,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00009975,NGA_STU_00069586,2.0,Cafe,Night,Group Study,5.0,3.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00062988,NGA_STU_00093817,3.8,Classroom,Variable,Reading,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00093646,NGA_STU_00023139,,Home,Evening,Practice Problems,3.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00064137,NGA_STU_00026606,13.3,Library,Night,Reading,3.0,5.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00039968,NGA_STU_00044693,6.1,Classroom,Morning,Note-taking,5.0,,False,Term 2,2024/2025,Nigeria
NGA_HAB_00001472,NGA_STU_00045420,8.7,Library,Afternoon,Group Study,2.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00063093,NGA_STU_00085902,11.7,Home,Variable,Video Tutorials,,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00096865,NGA_STU_00031765,8.0,Cafe,Afternoon,Reading,4.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00074254,NGA_STU_00071153,12.3,Home,Variable,Note-taking,5.0,3.0,True,,2023/2024,Nigeria
NGA_HAB_00058463,NGA_STU_00020885,11.0,Classroom,Night,Practice Problems,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00043690,NGA_STU_00007231,15.2,Library,Afternoon,Practice Problems,3.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00040019,NGA_STU_00046113,5.5,Home,Afternoon,Note-taking,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00021000,NGA_STU_00058139,6.7,Classroom,Evening,Note-taking,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00051470,NGA_STU_00026770,13.5,Library,Evening,Group Study,2.0,1.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00023374,NGA_STU_00068380,1.0,Library,Morning,Note-taking,3.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00097329,NGA_STU_00067966,6.8,Classroom,Evening,Reading,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00014657,NGA_STU_00092035,4.4,Study Group,Morning,Reading,3.0,2.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00033925,NGA_STU_00055452,7.3,Home,Morning,Note-taking,5.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00088057,NGA_STU_00060811,7.2,Study Group,Evening,Practice Problems,1.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00008189,NGA_STU_00065220,11.3,Home,Afternoon,Reading,4.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00055345,NGA_STU_00035692,8.5,Classroom,Evening,Reading,3.0,2.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00036857,NGA_STU_00045486,15.8,Classroom,Night,Flashcards,3.0,4.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00083219,NGA_STU_00045156,5.8,Library,Night,Video Tutorials,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00042847,NGA_STU_00078302,5.7,Library,Afternoon,Reading,2.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00052580,NGA_STU_00015234,6.2,Online,Morning,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00080889,NGA_STU_00005460,11.2,Study Group,,Group Study,5.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00059318,NGA_STU_00053975,8.3,Library,Morning,Note-taking,4.0,3.0,True,Term 3,2023/2024,
NGA_HAB_00097006,NGA_STU_00015388,6.2,Home,Evening,Reading,3.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00048763,NGA_STU_00053424,5.3,Study Group,Variable,Video Tutorials,5.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00066719,NGA_STU_00046959,9.7,Home,Afternoon,Note-taking,2.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00026322,NGA_STU_00034798,9.4,Home,Morning,Group Study,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00006537,NGA_STU_00017576,11.8,Study Group,Evening,Practice Problems,4.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00064787,NGA_STU_00041039,5.3,Library,Afternoon,Reading,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00070796,NGA_STU_00091443,5.9,Study Group,Afternoon,Reading,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00083859,NGA_STU_00076508,21.0,Home,Evening,Practice Problems,3.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00082105,NGA_STU_00091244,7.7,Classroom,Afternoon,Practice Problems,5.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00082714,NGA_STU_00053802,3.0,Online,Variable,Reading,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00065314,NGA_STU_00089975,8.7,Online,Evening,Reading,3.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00004931,NGA_STU_00072617,10.5,Home,Afternoon,Practice Problems,3.0,5.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00096844,NGA_STU_00077626,10.6,Library,,Flashcards,5.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00053701,NGA_STU_00083366,9.7,Home,Afternoon,Note-taking,3.0,2.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00084718,NGA_STU_00027626,10.3,Library,Evening,Practice Problems,5.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00099477,NGA_STU_00096350,6.2,Home,Evening,Note-taking,4.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00079074,NGA_STU_00042109,9.5,Study Group,Morning,Video Tutorials,1.0,4.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00092060,NGA_STU_00046957,11.4,Classroom,Afternoon,Group Study,,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00046592,NGA_STU_00007477,5.5,Classroom,Night,Note-taking,3.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00025857,NGA_STU_00085343,8.6,Classroom,Evening,Note-taking,2.0,4.0,True,Term 2,,Nigeria
NGA_HAB_00064943,NGA_STU_00075148,2.8,Home,Morning,Practice Problems,4.0,2.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00064984,NGA_STU_00015604,2.8,Home,Night,Note-taking,3.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00010742,NGA_STU_00095044,5.9,Study Group,Morning,Practice Problems,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00029207,NGA_STU_00063883,8.2,Library,Afternoon,Group Study,2.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00005579,NGA_STU_00074640,7.0,Home,Evening,Group Study,3.0,5.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00021957,NGA_STU_00017015,2.1,Home,Variable,Practice Problems,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00088292,NGA_STU_00001236,5.8,Library,Afternoon,Practice Problems,2.0,1.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00096983,NGA_STU_00025243,7.5,Study Group,Evening,Note-taking,4.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00071335,NGA_STU_00041336,7.0,Library,Afternoon,Note-taking,5.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00041344,NGA_STU_00008095,7.2,Home,Night,Reading,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00021437,NGA_STU_00037693,11.3,Study Group,Evening,Group Study,5.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00069524,NGA_STU_00032868,8.1,Online,Evening,Practice Problems,3.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00010855,NGA_STU_00001245,7.6,Library,Evening,Group Study,1.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00089282,NGA_STU_00080733,17.9,Library,Afternoon,Note-taking,1.0,3.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00059585,NGA_STU_00031340,8.7,Home,Morning,Reading,5.0,3.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00071202,NGA_STU_00091913,9.5,Home,Morning,Reading,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00068852,NGA_STU_00015350,8.4,Library,Evening,Group Study,1.0,5.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00009351,NGA_STU_00093220,7.7,Library,Afternoon,Video Tutorials,2.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00054167,NGA_STU_00045638,10.8,Library,Evening,Reading,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00070235,NGA_STU_00015068,17.2,Home,Morning,Note-taking,3.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00065622,NGA_STU_00012542,5.3,Classroom,Evening,Practice Problems,5.0,1.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00095870,NGA_STU_00074881,3.3,Library,Morning,Note-taking,5.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00019090,NGA_STU_00025532,8.7,Home,Evening,Reading,4.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00008589,NGA_STU_00068359,4.4,Home,Afternoon,Note-taking,3.0,3.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00009057,NGA_STU_00070246,7.1,Home,Evening,Practice Problems,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00046210,NGA_STU_00034804,,Home,Evening,Reading,3.0,1.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00095857,NGA_STU_00021999,8.2,Online,Variable,Practice Problems,1.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00096806,NGA_STU_00078385,14.0,Study Group,Variable,Practice Problems,2.0,5.0,True,Term 1,2023/2024,
NGA_HAB_00053691,NGA_STU_00095847,14.9,Home,Night,Practice Problems,3.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00057171,NGA_STU_00048702,14.3,Study Group,Evening,Group Study,4.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00096847,NGA_STU_00058866,13.8,Home,Night,Note-taking,1.0,5.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00029412,NGA_STU_00020878,7.2,Library,Variable,Video Tutorials,2.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00078109,NGA_STU_00064285,7.3,Online,Night,Reading,2.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00065153,NGA_STU_00080917,3.0,Classroom,Evening,Video Tutorials,3.0,1.0,True,Term 2,,Nigeria
NGA_HAB_00070105,NGA_STU_00039999,2.2,Home,Afternoon,Note-taking,5.0,2.0,False,Term 3,2024/2025,Nigeria
NGA_HAB_00027067,NGA_STU_00048640,5.2,Home,Morning,Practice Problems,4.0,5.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00087223,NGA_STU_00009822,7.4,Home,Evening,Practice Problems,5.0,4.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00010706,NGA_STU_00081718,4.5,Home,Afternoon,Flashcards,3.0,4.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00097041,NGA_STU_00052914,6.6,Online,Afternoon,Note-taking,3.0,3.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00063793,NGA_STU_00043084,2.2,Library,Evening,Reading,4.0,4.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00037456,NGA_STU_00063712,7.8,Home,Evening,,1.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00033467,NGA_STU_00079464,21.1,Home,Variable,,4.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00012269,NGA_STU_00074947,6.4,Library,Morning,Practice Problems,4.0,3.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00090973,NGA_STU_00013049,1.7,Home,Afternoon,Reading,3.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00084715,NGA_STU_00005485,6.4,Online,,Reading,3.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00052806,NGA_STU_00018609,6.2,Home,Night,Reading,4.0,1.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00054662,NGA_STU_00017581,15.6,Library,Night,Video Tutorials,3.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00060789,NGA_STU_00027932,2.9,Library,Evening,Reading,1.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00004745,NGA_STU_00069212,6.3,Home,Morning,Group Study,2.0,5.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00018490,NGA_STU_00027041,11.4,Home,Evening,Video Tutorials,3.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00033041,NGA_STU_00077467,2.6,Study Group,Morning,Practice Problems,1.0,1.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00075694,NGA_STU_00045877,4.4,Classroom,Evening,Group Study,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00020154,NGA_STU_00083568,10.4,Home,Morning,Note-taking,,1.0,True,Term 1,2023/2024,
NGA_HAB_00059548,NGA_STU_00016025,10.6,Cafe,Night,Note-taking,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00012717,NGA_STU_00063083,5.4,Library,Variable,Video Tutorials,2.0,4.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00027344,NGA_STU_00070871,,Home,Evening,Video Tutorials,1.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00098598,NGA_STU_00038871,4.3,Library,Afternoon,Group Study,4.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00003653,NGA_STU_00088503,6.6,Classroom,Evening,Reading,2.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00013089,NGA_STU_00027425,6.7,Home,Evening,Reading,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00064436,NGA_STU_00052301,11.0,Home,Evening,Video Tutorials,3.0,5.0,False,Term 1,2023/2024,Nigeria
NGA_HAB_00037400,NGA_STU_00073159,5.1,Library,Morning,Practice Problems,4.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00016845,NGA_STU_00001600,16.0,Study Group,Morning,Note-taking,2.0,2.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00067041,NGA_STU_00030549,9.8,Home,Evening,Reading,4.0,4.0,True,Term 1,2024/2025,Nigeria
NGA_HAB_00077868,NGA_STU_00013617,5.8,Library,Evening,Video Tutorials,2.0,1.0,False,Term 2,2023/2024,
NGA_HAB_00000712,NGA_STU_00066040,7.2,Home,Afternoon,Reading,2.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00087002,NGA_STU_00069260,3.4,Home,Variable,Reading,4.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00065432,NGA_STU_00071655,1.5,Home,Evening,Practice Problems,3.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00068808,NGA_STU_00047962,2.0,Home,Morning,Reading,5.0,1.0,False,Term 3,2023/2024,Nigeria
NGA_HAB_00028961,NGA_STU_00074174,5.7,Online,Evening,Reading,1.0,,False,Term 3,2023/2024,Nigeria
NGA_HAB_00081390,NGA_STU_00072035,7.4,Cafe,Variable,Note-taking,5.0,3.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00030144,NGA_STU_00095089,5.2,Online,Evening,Practice Problems,2.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00020097,NGA_STU_00089535,11.8,Online,Afternoon,Note-taking,2.0,1.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00066489,NGA_STU_00068578,11.0,Classroom,Afternoon,Note-taking,1.0,3.0,True,Term 3,2023/2024,Nigeria
NGA_HAB_00011888,NGA_STU_00035561,14.4,Library,Evening,Practice Problems,4.0,5.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00020770,NGA_STU_00076024,12.3,Library,Morning,Note-taking,4.0,5.0,False,Term 1,2024/2025,Nigeria
NGA_HAB_00076074,NGA_STU_00097631,7.3,Home,Evening,Practice Problems,3.0,2.0,True,Term 2,2023/2024,Nigeria
NGA_HAB_00058869,NGA_STU_00019580,12.3,Study Group,Evening,Reading,5.0,4.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00016884,NGA_STU_00087520,10.3,Home,Evening,Practice Problems,1.0,2.0,False,Term 2,2024/2025,Nigeria
NGA_HAB_00044058,NGA_STU_00035878,2.0,Home,Morning,Reading,4.0,4.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00081472,NGA_STU_00017452,27.5,Home,Evening,Reading,3.0,4.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00017501,NGA_STU_00065552,4.2,Study Group,Evening,Flashcards,3.0,2.0,True,Term 3,2024/2025,Nigeria
NGA_HAB_00080275,NGA_STU_00058643,6.5,Library,Evening,Practice Problems,4.0,3.0,True,Term 2,2024/2025,Nigeria
NGA_HAB_00051621,NGA_STU_00062960,4.0,,Morning,Reading,,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00002333,NGA_STU_00076666,18.3,Home,Evening,Reading,5.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00070431,NGA_STU_00016944,9.3,Online,Morning,Note-taking,3.0,2.0,True,Term 1,2023/2024,Nigeria
NGA_HAB_00020727,NGA_STU_00070218,10.7,Home,Evening,Note-taking,2.0,3.0,False,Term 2,2023/2024,Nigeria
NGA_HAB_00054593,NGA_STU_00088143,2.6,Home,Evening,Practice Problems,3.0,4.0,True,Term 1,2024/2025,Nigeria
